Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.052000,-9.822352,-0.821984,3.053234,-1.446857,-4.696899,0.928143,1.053129,-0.821914,-0.821972,0.928055,1.553173,1.678111,2.803084,1.178162,0.178125,2.803152,0.553188,-0.821779,-0.321962,2.865604
0.056000,-6.253416,-0.878008,2.746869,-1.253068,-4.503244,1.121932,0.871876,-0.878162,-1.128106,0.746922,1.246826,1.371926,2.371869,0.871903,0.121903,2.496909,0.496934,-2.003226,-0.253064,2.684497
0.060000,-1.740977,-0.740548,2.509454,-1.240540,-4.240843,1.259414,0.759402,-0.865696,-1.490541,0.509390,1.009451,1.134452,1.884442,0.509341,-0.115600,2.009406,0.259456,-3.491144,-0.240748,2.321716
0.064000,2.784740,-0.215543,2.284339,-1.215750,-3.965553,1.409409,0.784323,-0.840613,-2.090714,0.284315,0.784421,1.034398,1.534402,0.159404,-0.340644,1.659325,0.034442,-5.465539,-0.465750,1.847091
0.068000,6.802928,0.303108,2.053074,-1.321841,-3.571799,1.553147,1.053129,-0.821914,-2.446991,-0.071896,0.678146,1.053081,1.303075,-0.071953,-0.571918,1.303181,-0.321944,-7.572093,-0.696743,1.365654
0.072000,9.747042,0.996761,1.871938,-1.503102,-2.878202,1.621966,1.246843,-0.753201,-2.878262,-0.253202,0.621922,1.246858,1.121862,-0.253149,-0.628140,0.996937,-0.628139,-9.752701,-0.878143,0.934177
0.076000,11.134633,1.509348,1.759381,-1.615590,-1.990644,1.759448,1.509336,-0.490662,-2.990643,-0.365653,0.634401,1.384433,1.009437,-0.365586,-0.740584,0.759404,-0.865616,-11.615446,-0.990644,0.571964
0.080000,10.902999,1.778204,1.403072,-1.846964,-0.972039,1.778217,1.778143,-0.346851,-2.721896,-0.346796,0.653187,1.653097,0.903110,-0.346818,-0.721895,0.653074,-0.846921,-12.847022,-0.846856,0.340897
0.084000,9.103040,1.728245,1.103229,-1.896811,0.228252,1.728167,1.853070,-0.021831,-2.271931,-0.146806,0.728197,1.728138,0.728185,-0.146854,-0.521925,0.603173,-0.771973,-13.271979,-0.646817,0.165467
0.088000,6.096960,1.346764,0.596906,-1.903208,1.346907,1.596941,1.846923,0.346818,-1.528148,0.221861,0.721890,1.596894,0.596896,0.096958,-0.153133,0.471815,-0.403124,-12.653342,-0.278027,0.034321
0.092000,2.459420,0.584382,-0.040610,-1.665703,2.459424,1.334333,1.584430,0.709386,-0.540689,0.584300,0.709411,1.334406,0.334319,0.459350,0.209429,0.459379,-0.040675,-11.041242,0.209255,-0.103070
0.096000,-0.959028,-0.334521,-0.709433,-1.334369,3.290512,1.040600,1.040669,1.165599,0.540677,0.915599,0.540605,0.915660,-0.084320,0.790689,0.665591,0.165571,0.415585,-8.584925,0.790732,-0.271687
0.100000,-3.809455,-1.434489,-1.559392,-0.934262,3.940529,0.565591,0.440589,1.440604,1.690660,1.190672,0.190648,0.315644,-0.434360,1.065554,1.065687,-0.059370,0.940563,-5.434778,1.315626,-0.497077
0.104000,-7.215362,-3.965658,-3.965592,-2.090600,2.659523,-1.465673,-1.840614,0.159377,1.159323,-0.215661,-1.840660,-1.965685,-2.465622,-0.340676,-0.215585,-2.090682,-0.340639,-3.715585,0.159329,29.596728
0.108000,-5.953177,-3.078233,-3.078175,0.046946,4.296841,-0.328121,-0.953119,1.921900,3.547038,1.296895,-0.703165,-1.203080,-1.328230,1.296911,1.546923,-1.078213,1.546890,1.297307,2.046882,-1.140886
0.112000,-5.040657,-3.415819,-3.665748,0.584331,3.959557,-0.790618,-1.665673,1.959449,4.084532,1.084449,-1.290631,-1.915658,-1.665693,1.209385,1.584456,-1.665672,1.584448,4.334663,2.209309,-1.478119
0.116000,-3.084308,-3.209340,-4.084485,1.040682,3.415728,-1.209321,-2.084334,1.790707,4.165684,0.665611,-1.709426,-2.459471,-2.084332,0.915581,1.415634,-2.209448,1.540658,6.665658,2.290523,-1.771637
0.120000,-0.384369,-2.634376,-4.259471,1.365619,2.615636,-1.509467,-2.384374,1.615579,3.865708,0.115638,-2.009466,-2.884393,-2.384448,0.490573,1.240583,-2.634458,1.240695,8.241301,2.240597,-1.947066
0.124000,2.227785,-1.647032,-4.271957,1.478107,1.852987,-1.646949,-2.396834,1.353192,3.353285,-0.521874,-2.271934,-3.021967,-2.646835,-0.021962,0.853102,-2.771879,0.978122,8.978424,2.103133,-1.959556
0.128000,4.284460,-0.340585,-3.965778,1.409335,1.159390,-1.715612,-2.215581,1.034406,2.534508,-1.090704,-2.215710,-2.840696,-2.715624,-0.590630,0.534458,-2.840745,0.534324,8.910066,1.909418,-1.777882
0.132000,5.403533,0.903196,-3.471941,1.278187,0.528094,-1.721868,-1.846927,0.653139,1.653053,-1.596908,-1.846967,-2.596891,-2.721912,-1.096853,0.278110,-2.596839,0.278151,8.153575,1.778278,-1.409423
0.136000,5.265586,1.890540,-2.859396,1.015625,0.140478,-1.484441,-1.359320,0.390600,0.765659,-1.859352,-1.484396,-2.109436,-2.484487,-1.359433,0.015689,-2.234476,0.015578,7.015421,1.640481,-0.921741
0.140000,3.859552,2.609317,-2.140630,0.859421,-0.140643,-1.265627,-0.765719,0.234323,-0.015731,-1.890665,-1.015684,-1.640663,-2.265735,-1.515719,-0.015615,-1.640644,-0.140551,5.609533,1.609526,-0.327892
0.144000,1.352887,2.728295,-1.396892,0.728007,-0.021873,-1.021945,-0.271799,0.103129,-0.521776,-1.646905,-0.396818,-1.146877,-1.896831,-1.521861,-0.021845,-1.021938,-0.021812,4.103387,1.603202,0.290368
0.148000,-1.721797,2.403127,-0.721919,0.653104,0.153061,-0.846925,0.028075,0.153144,-0.846824,-1.221840,0.153076,-0.721955,-1.471904,-1.221915,0.153051,-0.346959,0.153181,2.778388,1.653129,0.840501
0.152000,-4.952872,1.671932,-0.203110,0.671763,0.296998,-0.578060,0.171948,0.171842,-0.828130,-0.578099,0.671839,-0.328069,-1.078228,-0.828130,0.421858,0.296930,0.421817,1.546812,1.796917,1.234508
0.156000,-7.709613,0.665529,0.290541,0.790649,0.665586,-0.334378,0.165635,0.290570,-0.709371,0.165636,0.915655,-0.084419,-0.709323,-0.334363,0.665591,0.790650,0.665695,0.540816,1.790593,1.478065
0.160000,-9.434328,-0.309397,0.565599,1.065739,0.815661,-0.184383,-0.059312,0.315654,-0.434466,0.815604,0.940614,0.065663,-0.309359,0.190627,0.815569,1.065648,0.940563,-0.184914,1.815556,1.503045
0.164000,-9.747108,-1.246781,0.753071,1.378147,1.003177,0.003150,-0.246879,0.378134,-0.121954,1.253126,0.878083,0.128197,0.003143,0.503199,0.878176,1.128140,1.003217,-0.746586,1.503016,1.315694
0.168000,-8.602954,-1.853222,0.771892,1.646840,1.021898,0.021918,-0.478139,0.396832,0.146793,1.521971,0.646880,0.021812,0.271818,0.771921,0.771961,1.021965,0.896941,-1.103185,1.146874,0.959157
0.172000,-6.071945,-1.946788,0.803200,1.803044,0.803078,0.178169,-0.696939,0.178075,0.303159,1.428204,0.303096,0.053156,0.553070,0.803144,0.428088,0.803087,0.553188,-1.447251,0.678231,0.490778
0.176000,-2.603335,-1.603138,0.771892,1.771857,0.521956,0.146888,-0.728172,-0.103162,0.271930,1.146903,-0.103085,0.146880,0.646821,0.646859,0.021918,0.521871,0.146949,-1.603334,0.021865,-0.040620
0.180000,1.372067,-0.753254,0.871964,1.621783,0.121757,0.121863,-0.628159,-0.378167,-0.003195,0.621842,-0.503094,0.246934,0.621858,0.246931,-0.503081,0.246874,-0.378197,-1.628399,-0.752994,-0.565772
0.184000,5.184440,0.309462,0.934393,1.434391,-0.315577,0.059300,-0.440592,-0.815681,-0.315707,-0.065668,-0.690686,0.434381,0.559358,-0.190703,-1.065613,-0.065588,-0.940565,-1.440415,-1.565797,-1.002927
0.188000,8.234781,1.484513,1.109379,0.984438,-0.765801,0.109350,-0.140552,-1.140701,-0.890589,-0.640553,-0.765696,0.609322,0.484472,-0.640621,-1.515701,-0.265657,-1.515733,-1.140781,-2.265766,-1.328237
0.192000,10.065723,2.315626,1.440716,0.565672,-1.059506,0.065556,0.190555,-1.559365,-1.309324,-1.184471,-0.684379,0.815606,0.315645,-1.059317,-1.934330,-0.309339,-1.809465,-0.559742,-2.809298,-1.496854
0.196000,10.334242,2.834278,1.709438,0.209281,-1.165693,-0.040645,0.459362,-1.665627,-1.790737,-1.540682,-0.540666,1.084425,0.209318,-1.415566,-1.915641,-0.290685,-1.915740,0.083959,-3.165773,-1.478119
0.200000,9.115581,2.865755,1.990646,-0.009298,-1.009481,-0.134333,0.740629,-1.759423,-2.134479,-1.509369,-0.259412,1.115615,-0.009433,-1.509406,-1.759434,-0.134454,-1.759443,0.740192,-3.259302,-1.321992
0.204000,6.515967,2.390709,2.265704,-0.109258,-0.859406,-0.109307,0.765715,-1.609379,-2.359461,-1.109388,0.015669,1.140628,-0.234473,-1.359433,-1.484397,0.015559,-1.359436,1.516051,-2.984374,-1.046642
0.208000,3.121864,1.371888,2.371925,-0.003168,-0.503094,-0.128076,0.746942,-1.378156,-2.378155,-0.628097,0.371933,0.996877,-0.378148,-1.128076,-0.878102,0.246874,-0.878080,2.247478,-2.503083,-0.690674
0.212000,-0.584282,0.165648,2.415718,0.290582,-0.084481,-0.084439,0.540602,-0.959341,-2.209473,0.165636,0.540605,0.790593,-0.334321,-0.709380,-0.334414,0.290556,-0.334407,2.665598,-1.959550,-0.271687
0.216000,-3.953304,-1.203175,2.421868,0.547013,0.296998,-0.078182,0.296882,-0.578074,-1.953261,0.921827,0.671839,0.546942,-0.328223,-0.203158,0.171896,0.421914,0.171876,2.921939,-1.202998,0.109262
0.220000,-6.478411,-2.353103,2.396897,0.897006,0.521956,0.021918,0.021928,-0.228123,-1.603142,1.646878,0.646880,0.271947,-0.228185,0.271841,0.521843,0.521871,0.521861,2.771553,-0.603214,0.459553
0.224000,-7.840922,-3.090651,2.159482,1.034285,0.659448,0.159401,-0.215645,0.034416,-1.090719,2.159483,0.534433,0.159386,-0.090608,0.534422,0.659362,0.534307,0.659463,2.409257,-0.090636,0.721845
0.228000,-7.677892,-3.303194,1.946852,0.946853,0.446765,0.446877,-0.178099,0.071813,-0.803059,2.321931,0.446943,0.071839,0.321933,0.696850,0.571836,0.571927,0.446912,1.697199,0.071791,0.884217
0.232000,-6.253416,-2.878108,1.746895,0.621916,0.121757,0.621897,-0.128092,-0.003133,-0.503082,2.246849,0.371933,0.121866,0.746859,0.621948,0.246807,0.496843,0.121854,0.872350,-0.128247,0.934177
0.236000,-3.696589,-1.946788,1.553087,-0.071940,-0.322022,0.803173,0.178095,-0.196807,-0.196948,1.803099,0.178169,0.178069,1.178074,0.428127,-0.321955,0.553117,-0.446914,0.053198,-0.571927,0.865482
0.240000,-0.684608,-0.684524,1.440716,-1.059279,-0.934290,1.065625,0.565689,-0.559375,-0.059276,1.065592,0.315575,0.440557,1.690653,0.190627,-0.934324,0.565709,-1.059473,-0.809247,-1.309507,0.753071
0.244000,2.371635,0.746965,1.246908,-2.128185,-1.628194,1.121932,1.121909,-0.878162,0.121942,0.371854,0.371933,0.746896,2.246868,-0.128086,-1.628145,0.621828,-1.753211,-1.503077,-2.003152,0.559474
0.248000,4.803055,1.928081,1.053100,-3.071808,-2.071973,1.178082,1.553196,-1.196948,0.303159,-0.321884,0.428157,1.053081,2.678083,-0.446800,-1.946945,0.678102,-2.196840,-2.071584,-2.696797,0.365877
0.252000,6.253350,2.753130,0.753071,-3.997038,-2.497031,1.128188,1.878157,-1.371924,0.628207,-0.996937,0.628094,1.378102,3.003161,-0.496961,-2.121840,0.753186,-2.371833,-2.372358,-3.121838,0.190447
0.256000,6.490886,3.115551,0.365641,-4.634384,-2.634523,0.990706,2.115730,-1.259429,0.865725,-1.384461,0.865604,1.365596,3.240586,-0.384354,-2.009396,0.740594,-2.134355,-2.509073,-3.259302,0.053056
0.260000,5.559186,2.684400,-0.065581,-4.690628,-2.565777,0.809430,2.059410,-0.940642,1.309311,-1.565594,0.934441,1.309392,3.184374,-0.065640,-1.565693,0.809460,-1.690726,-2.566037,-2.940771,-0.003149
0.264000,3.453086,1.828163,-0.546933,-4.421935,-2.172022,0.453134,1.703216,-0.546910,1.828112,-1.421830,0.953093,1.078094,3.078238,0.453208,-0.796962,0.703130,-0.921870,-2.546669,-2.171904,0.015586
0.268000,0.690443,0.565611,-1.184449,-3.684363,-1.684356,0.190682,1.315623,0.190693,2.315684,-1.184471,0.940614,0.690693,2.690659,1.065554,0.065681,0.565709,-0.059371,-2.559202,-1.059542,0.127997
0.272000,-2.284654,-0.784442,-1.784321,-2.534423,-1.159555,-0.034388,0.590609,0.840580,2.840642,-0.784318,0.840645,0.215590,2.215618,1.715607,1.090605,0.340612,0.965658,-2.784782,0.215580,0.277878
0.276000,-4.740418,-2.115725,-2.365745,-1.240540,-0.615726,-0.240690,0.009302,1.634430,3.134461,-0.490561,0.634401,-0.365589,1.634441,2.259365,1.884411,0.259310,1.759441,-3.115177,1.634489,0.447063
0.280000,-6.428249,-3.053109,-2.803117,0.072002,-0.178085,-0.428066,-0.553066,2.196905,3.321836,-0.178119,0.446943,-0.803172,0.946937,2.571936,2.446943,0.071833,2.446948,-3.677988,2.946890,0.634414
0.284000,-7.047169,-3.546925,-3.046868,1.203017,0.078177,-0.296840,-1.046820,2.453211,3.203077,-0.046811,0.203127,-1.171891,0.328221,2.578078,2.828194,0.078051,2.828091,-4.296624,3.953074,0.765561
0.288000,-6.246777,-3.371924,-3.121968,2.003231,0.253111,-0.246946,-1.121913,2.628186,2.878249,-0.246801,0.003056,-1.496912,-0.371859,2.378115,2.753128,0.003122,2.878113,-4.871967,4.503264,0.815521
0.292000,-4.315509,-2.565646,-3.065689,2.434525,0.059456,0.059300,-1.190693,2.434360,2.309306,-0.440563,-0.065647,-1.565623,-0.940651,1.934338,2.434484,-0.065588,2.684426,-5.440475,4.559514,0.746825
0.296000,-1.372133,-1.371824,-2.746838,2.503298,-0.121922,0.253089,-0.996813,2.003079,1.378148,-0.871857,-0.246933,-1.496912,-1.371865,1.253063,1.878181,0.003122,2.128121,-5.621623,4.253299,0.565719
0.300000,1.878121,0.003065,-2.371895,2.253264,-0.372047,0.503184,-0.621846,1.378123,0.378153,-1.246925,-0.246933,-1.371845,-1.871869,0.378136,1.253197,0.003122,1.503099,-5.497440,3.753036,0.315916
0.304000,5.178538,1.303158,-2.071865,1.678027,-0.571840,0.678204,-0.321806,0.803183,-0.571919,-1.571822,-0.321943,-1.321818,-2.321947,-0.321908,0.678206,-0.071806,0.928100,-4.821839,3.053067,-0.009394
0.308000,7.697006,2.447022,-1.803143,0.946853,-0.553119,0.696816,-0.053165,0.321886,-1.553220,-1.678219,-0.428084,-1.178067,-2.678085,-0.928112,0.196814,-0.178136,0.446912,-3.803310,2.446959,-0.365363
0.312000,9.271971,3.147028,-1.603186,0.396939,-0.353019,0.521953,0.021928,0.021798,-2.353083,-1.603136,-0.603196,-1.103181,-3.103202,-1.353120,0.021918,-0.478162,0.146949,-2.478312,2.146735,-0.665693
0.316000,9.491064,3.115551,-1.509450,-0.009298,0.115619,0.240576,-0.134405,-0.009366,-2.884420,-1.259381,-0.884450,-1.134370,-3.509455,-1.509406,-0.009385,-0.759377,0.240593,-0.759118,2.115781,-0.946721
0.320000,8.247322,2.746777,-1.628157,-0.128184,0.871824,-0.253202,-0.503059,0.121828,-3.128095,-0.628097,-1.128132,-1.253108,-3.878169,-1.503093,0.371866,-1.253098,0.496934,0.996533,2.496886,-1.065377
0.324000,5.728116,1.853287,-1.771836,0.103190,1.852987,-0.771849,-1.021899,0.478163,-3.147009,0.103182,-1.396907,-1.396858,-4.147035,-1.146844,0.853102,-1.646862,0.853151,2.728259,2.978177,-1.084112
0.328000,2.315570,0.565611,-1.934336,0.440655,2.815736,-1.309422,-1.684446,0.940609,-2.809426,0.940684,-1.809394,-1.434379,-4.309383,-0.684470,1.440708,-1.934451,1.440614,4.315295,3.690794,-0.996682
0.332000,-1.584587,-0.709359,-1.959494,0.915665,3.790761,-1.834481,-2.209434,1.290712,-2.209473,1.665735,-1.959414,-1.459392,-4.209535,-0.209300,1.915715,-2.209448,1.915570,5.541175,4.290577,-0.771859
0.336000,-5.340896,-1.840516,-1.965644,1.409335,4.534383,-2.215646,-2.590714,1.534400,-1.590607,2.284390,-1.965721,-1.340655,-3.965631,0.159404,2.284351,-2.215666,2.284419,6.534639,4.534551,-0.528302
0.340000,-8.609593,-2.609541,-1.609335,1.765726,4.890695,-2.359384,-2.734421,1.640663,-0.984496,2.640601,-1.859446,-0.984443,-3.359492,0.390591,2.390721,-2.109336,2.390694,7.140743,4.265614,-0.296667
0.344000,-10.803478,-3.053109,-0.928212,1.946987,4.821949,-2.303234,-2.553167,1.321876,-0.428088,2.821907,-1.553099,-0.428123,-2.553085,0.321832,2.071922,-1.678108,2.071867,7.696718,3.322004,-0.115560
0.348000,-11.622312,-2.872043,-0.121860,1.753197,4.503079,-1.996832,-2.121880,0.628207,-0.121954,2.628145,-0.996898,0.253110,-1.496866,0.128181,1.503160,-1.121895,1.503099,8.003188,1.628165,-0.059355
0.352000,-11.066095,-2.315561,1.059436,1.309375,3.684266,-1.565617,-1.440726,-0.190574,0.059483,2.184395,-0.440697,1.059411,-0.315647,-0.315595,0.559377,-0.440697,0.559419,8.184336,-0.440787,-0.128051
0.356000,-9.140728,-1.265552,2.109353,0.609388,2.484283,-0.890562,-0.515685,-1.265661,0.109406,1.609337,0.234393,1.859382,0.859474,-1.015639,-0.640599,0.359422,-0.640602,8.483970,-3.015661,-0.327892
0.360000,-6.215794,-0.090501,3.284499,-0.215616,1.284299,-0.340634,0.409355,-2.465710,0.034412,0.909371,0.909348,2.534439,1.909404,-1.715682,-1.840730,1.034401,-1.965594,8.784744,-5.590868,-0.653203
0.364000,-2.702923,1.171763,4.171916,-0.828171,-0.078036,0.296883,1.296850,-3.453233,-0.078189,0.171864,1.296877,3.046908,2.796986,-2.328199,-3.078239,1.421947,-3.078203,8.922598,-7.953388,-1.015417
0.368000,1.059287,2.309273,4.934475,-1.315710,-1.190552,0.809430,2.059410,-4.190684,-0.315707,-0.440563,1.559345,3.184483,3.434376,-2.940716,-4.065629,1.684353,-4.190644,8.684486,-9.690829,-1.378198
0.372000,4.271920,3.147028,5.146918,-1.603062,-2.103277,1.146957,2.521931,-4.478154,-0.353094,-0.853173,1.646835,3.146962,3.771839,-3.103144,-4.728147,1.771873,-4.978195,8.146739,-10.853449,-1.665471
0.376000,6.896614,3.646908,5.146918,-1.353028,-2.728127,1.396896,2.771964,-4.478154,-0.228177,-1.228068,1.521907,2.646846,3.646839,-3.103144,-5.103168,1.521904,-5.353275,7.022257,-10.853449,-1.790372
0.380000,8.459776,3.834328,4.709360,-0.915603,-2.915644,1.334333,2.709497,-3.915679,0.084335,-1.290694,1.084327,1.959436,3.459338,-2.790743,-5.040716,1.209442,-5.290790,5.209641,-10.165796,-1.727921
0.384000,8.840423,3.590596,3.965622,-0.159372,-2.909506,1.215620,2.340677,-3.034418,0.590600,-1.159386,0.715584,1.090601,2.965623,-2.159459,-4.534406,0.715566,-4.784507,2.715727,-8.534532,-1.471874
0.388000,8.046670,3.046821,3.171942,0.671763,-2.578053,0.921887,1.921850,-1.828137,1.171859,-0.953168,0.171862,0.296807,2.421984,-1.203147,-3.828126,0.171945,-4.078137,-0.328465,-6.203299,-1.015417
0.392000,6.284333,2.159395,2.159482,1.534351,-2.090694,0.659435,1.409323,-0.590691,1.784347,-0.715636,-0.090606,-0.465644,1.784404,-0.215613,-2.840736,-0.215601,-2.965696,-3.466079,-3.715630,-0.403401
0.396000,3.922255,1.296805,1.296851,2.171963,-1.578169,0.296883,0.921882,0.546877,2.171853,-0.328112,-0.328115,-1.078167,1.421978,0.796831,-1.703212,-0.453134,-1.828160,-6.702812,-1.078181,0.234163
0.400000,1.446574,0.321879,0.446892,2.446787,-1.178276,0.196938,0.446902,1.571949,2.571895,-0.053039,-0.428084,-1.428202,1.071937,1.696839,-0.678132,-0.553090,-0.678160,-9.428002,1.321950,0.884217
0.404000,-1.015830,-0.640629,-0.140682,2.234338,-0.890710,0.109350,0.109315,2.359414,2.734419,0.234317,-0.265584,-1.515595,0.984475,2.359347,0.359407,-0.515626,0.359332,-11.391005,3.109317,1.421860
0.408000,-2.896935,-1.396948,-0.646818,1.603124,-0.896848,0.103094,-0.021932,2.728216,2.603124,0.353170,-0.021903,-1.271945,0.978187,2.853114,1.103220,-0.271875,1.228063,-12.271679,4.353152,1.790886
0.412000,-4.115596,-1.990682,-0.865598,0.759461,-1.115669,0.259345,-0.115632,2.759380,2.134466,0.384310,0.384413,-0.990620,1.009437,3.134462,1.759352,0.009341,1.884411,-12.240918,5.009518,1.947012
0.416000,-4.403294,-2.278020,-1.028098,-0.403008,-1.528144,0.346933,-0.153178,2.596870,1.471835,0.346942,0.721890,-0.528178,1.096899,3.096926,2.096840,0.346830,2.346904,-11.028710,4.971907,1.909542
0.420000,-3.859618,-2.484499,-1.109348,-1.484442,-1.984506,0.640666,-0.109319,2.140657,0.515606,0.140550,1.015624,-0.109432,1.140726,2.890650,2.265662,0.765622,2.515665,-9.234322,4.640728,1.702887
0.424000,-2.534730,-2.409415,-1.159477,-2.284389,-2.409564,0.715585,-0.034392,1.590648,-0.284478,-0.034355,1.215695,0.215590,1.090611,2.465641,2.215670,0.965691,2.465643,-7.159669,3.965722,1.403124
0.428000,-0.890423,-2.140560,-1.265699,-2.890547,-2.640661,0.859324,-0.015618,1.109352,-1.265559,-0.265658,1.234347,0.484408,0.859474,1.984329,2.109455,1.109330,2.359367,-5.140841,3.359282,1.047156
0.432000,0.796670,-1.953141,-1.328128,-2.953189,-2.828177,0.921887,0.046848,0.796950,-1.953261,-0.578099,1.046889,0.546942,0.546972,1.546866,2.046848,1.171822,2.171911,-3.577730,2.796777,0.734335
0.436000,2.490402,-1.634326,-1.259363,-2.634383,-2.759431,0.865580,-0.009305,0.490629,-2.384312,-0.759405,0.740676,0.490584,0.115567,1.115716,1.865722,1.115704,1.990687,-2.883900,2.490562,0.553229
0.440000,3.690621,-1.434489,-1.434349,-1.809379,-2.309514,0.815686,-0.059312,0.440614,-2.559372,-0.809403,0.440637,0.315644,-0.434360,0.815599,1.690671,0.940663,1.815694,-3.059352,2.440635,0.503268
0.444000,4.266018,-1.359406,-1.484478,-0.609325,-1.734381,0.640666,-0.109319,0.390600,-2.484378,-0.859401,0.140597,0.140703,-0.859477,0.515654,1.640678,0.765622,1.765672,-3.984458,2.640674,0.578209
0.448000,4.190774,-1.309447,-1.434349,0.565672,-0.934290,0.440621,-0.184412,0.565575,-2.184401,-0.934310,-0.184402,-0.184318,-1.184364,0.315690,1.690671,0.565709,1.815694,-5.309456,2.940566,0.753071
0.452000,3.428004,-1.446907,-1.446835,1.803044,0.053011,0.303139,-0.321806,0.678070,-1.571913,-0.821859,-0.446870,-0.446806,-1.446942,0.303064,1.678212,0.303148,1.803231,-6.697116,3.303032,0.990383
0.456000,2.246965,-1.628262,-1.503114,2.621917,0.996732,0.121863,-0.503059,0.621823,-0.878053,-0.628097,-0.503094,-0.628077,-1.628155,0.121868,1.746893,0.246874,1.871948,-7.503735,3.621895,1.184547
0.460000,0.578315,-1.796910,-1.421863,3.203285,1.828128,-0.046901,-0.546919,0.703153,-0.171877,-0.421879,-0.671900,-0.796842,-1.671982,0.078190,1.703130,0.078051,1.828158,-7.297523,3.578293,1.265733
0.464000,-0.984109,-1.859287,-1.484478,3.265660,2.640495,-0.234433,-0.734319,0.515560,0.390689,-0.234345,-0.609369,-0.984443,-1.609481,-0.109318,1.640678,-0.109426,1.640702,-5.734413,3.390569,1.203283
0.468000,-2.646859,-1.896828,-1.521935,2.853291,3.228211,-0.396941,-0.771866,0.228090,0.978106,-0.021898,-0.521880,-1.146877,-1.646829,-0.271917,1.478086,-0.271875,1.478173,-2.896433,2.853028,0.915442
0.472000,-3.753391,-1.628262,-1.628157,2.121850,3.621965,-0.503141,-1.003126,-0.003133,1.371990,0.121866,-0.503094,-1.378175,-1.628155,-0.628166,1.121909,-0.503190,1.121956,1.121856,2.121772,0.434573
0.476000,-4.515423,-1.265552,-1.765686,0.984438,3.859507,-0.640623,-1.015586,-0.390633,1.484371,0.234317,-0.515573,-1.515595,-1.640731,-0.890576,0.859331,-0.640611,0.734412,5.734855,1.109263,-0.202991
0.480000,-4.703533,-0.578252,-1.828115,-0.328104,4.047023,-0.703186,-1.078219,-0.703186,1.546829,0.296944,-0.578104,-1.703197,-1.703232,-1.203147,0.421858,-0.953072,0.171876,10.547231,-0.077988,-0.890516
